"DISSEMINATION_ID","ORIGINAL_DISSEMINATION_ID","ACTION","EXECUTION_TIMESTAMP","CLEARED","INDICATION_OF_COLLATERALIZATION","INDICATION_OF_END_USER_EXCEPTION","INDICATION_OF_OTHER_PRICE_AFFECTING_TERM","BLOCK_TRADES_AND_LARGE_NOTIONAL_OFF-FACILITY_SWAPS","EXECUTION_VENUE","EFFECTIVE_DATE","END_DATE","DAY_COUNT_CONVENTION","SETTLEMENT_CURRENCY","ASSET_CLASS","SUB-ASSET_CLASS_FOR_OTHER_COMMODITY","TAXONOMY","PRICE_FORMING_CONTINUATION_DATA","UNDERLYING_ASSET_1","UNDERLYING_ASSET_2","PRICE_NOTATION_TYPE","PRICE_NOTATION","ADDITIONAL_PRICE_NOTATION_TYPE","ADDITIONAL_PRICE_NOTATION","NOTIONAL_CURRENCY_1","NOTIONAL_CURRENCY_2","ROUNDED_NOTIONAL_AMOUNT_1","ROUNDED_NOTIONAL_AMOUNT_2","PAYMENT_FREQUENCY_1","PAYMENT_FREQUENCY_2","RESET_FREQUENCY_1","RESET_FREQUENCY_2","EMBEDED_OPTION","OPTION_STRIKE_PRICE","OPTION_TYPE","OPTION_FAMILY","OPTION_CURRENCY","OPTION_PREMIUM","OPTION_LOCK_PERIOD","OPTION_EXPIRATION_DATE","PRICE_NOTATION2_TYPE","PRICE_NOTATION2","PRICE_NOTATION3_TYPE","PRICE_NOTATION3"
"41978749","","NEW","2016-02-09T21:52:13","C","","","N","N","OFF","2016-02-11","2019-02-11"," ACT/365.FIXED","AUD","IR","","InterestRate:IRSwap:FixedFloat","Trade","AUD-BBR-BBSW","FIXED","Percent","2.025","","","AUD","AUD","100,000,000","100,000,000","3M","3M","3M","","","","","","","","","","","","",""
"41978755","41930660","CANCEL","2016-02-08T13:03:39","U","UC","","Y","N","","2016-03-16","2046-03-21"," 30/360","USD","IR","","InterestRate:Exotic","Trade","USD-LIBOR-BBA","","Percentage","0.02616","","","USD","USD","9,000,000","9,000,000","3M","6M","3M","","","","","","","","","","","","",""
"41979296","","NEW","2016-02-09T22:19:21","C","","","N","N","OFF","2018-01-10","2020-01-10"," 30/360","USD","IR","","InterestRate:IRSwap:FixedFloat","Trade","USD-LIBOR-BBA","FIXED","Percent","1.21","","","USD","USD","28,000,000","28,000,000","3M","6M","3M","","","","","","","","","","","","",""
"41979731","","NEW","2016-02-09T22:01:27","C","","","N","N","ON","2016-02-11","2026-02-11"," ACT/365.FIXED","AUD","IR","","InterestRate:IRSwap:FixedFloat","Trade","AUD-BBR-BBSW","FIXED","Percent","2.6","","","AUD","AUD","50,000,000","50,000,000","6M","6M","6M","","","","","","","","","","","","",""
"41979747","","NEW","2016-02-09T22:09:44","C","","","N","N","ON","2016-02-11","2019-02-11"," ACT/365.FIXED","AUD","IR","","InterestRate:IRSwap:FixedFloat","Trade","AUD-BBR-BBSW","FIXED","Percent","2.03","","","AUD","AUD","140,000,000+","140,000,000+","3M","3M","3M","","","","","","","","","","","","",""
"41979753","","NEW","2016-02-09T22:22:50","U","FC","N","N","N","OFF","2015-04-30","2021-04-01"," ACT/360","USD","IR","","InterestRate:IRSwap:FixedFloat","Termination","FIXED","USD-LIBOR-BBA","Percent","2.745","USD","107,612.06253","USD","USD","16,000,000","16,000,000","1M","1M","","1M","","","","","","","","","Percent","1.75","",""
"41978759","","NEW","2016-02-09T21:44:22","U","UC","","N","N","OFF","2016-06-14","2021-06-14"," 30/360","USD","IR","","InterestRate:Option:Swaption","Termination","USD-LIBOR-BBA","FIXED","Percent","1.83","USD","3,060","USD","USD","2,000,000","2,000,000","3M","6M","3M","","","1.83","PF","EU","USD","21,000","","2016-06-10","","","",""
"41978760","","NEW","2016-02-09T21:53:54","U","PC","Y","N","N","OFF","2016-03-08","2037-11-15"," ACT/360","USD","IR","","InterestRate:IRSwap:FixedFloat","Trade","USD-LIBOR-BBA","FIXED","Percent","1.961","","","USD","USD","19,000,000","19,000,000","3M","6M","","","","","","","","","","","Percent","0","",""
"41978762","","NEW","2016-02-09T21:41:53","U","UC","","N","N","OFF","2016-03-16","2021-03-16"," 30/360","USD","IR","","InterestRate:Option:Swaption","Termination","FIXED","USD-LIBOR-BBA","Percent","2.25","USD","44,000","USD","USD","5,000,000","5,000,000","6M","3M","","3M","","2.25","PF","EU","","0","","2016-03-14","","","",""
"41977621","","NEW","2016-02-09T21:25:38","U","UC","","N","Y","OFF","2016-04-13","2026-04-13"," 30/360","USD","IR","","InterestRate:Option:Swaption","Trade","USD-LIBOR-BBA","FIXED","Percent","1.95","","","USD","USD","170,000,000+","170,000,000+","3M","6M","3M","","","1.95","PF","EU","USD","918,000","","2016-04-11","","","",""
"41978738","41978496","NEW","2016-02-09T21:40:23","C","","N","N","Y","OFF","2036-01-07","2046-01-07"," 30/360","USD","IR","","InterestRate:IRSwap:FixedFloat","Trade","USD-LIBOR-BBA","FIXED","Percent","2.38","USD","82,575.1269","USD","USD","170,000,000+","170,000,000+","3M","6M","3M","","","","","","","","","","","","",""
"41978764","41930673","CANCEL","2016-02-08T13:03:39","U","UC","","Y","N","","2016-03-16","2021-03-17"," 30/360","USD","IR","","InterestRate:Exotic","Trade","USD-LIBOR-BBA","","Percentage","0.0174","","","USD","USD","59,000,000","59,000,000","3M","6M","3M","","","","","","","","","","","","",""
"41978765","","NEW","2016-02-09T21:42:01","U","UC","","N","N","OFF","2016-03-08","2017-03-08"," 30/360","USD","IR","","InterestRate:Option:Swaption","Termination","FIXED","USD-LIBOR-BBA","Percent","0.75","","","USD","USD","10,000,000","10,000,000","6M","3M","","3M","","0.75","RF","EU","","0","","2016-03-04","","","",""
"41978766","","NEW","2016-02-09T21:42:04","U","UC","","N","N","OFF","2016-03-08","2017-03-08"," 30/360","USD","IR","","InterestRate:Option:Swaption","Termination","FIXED","USD-LIBOR-BBA","Percent","0.59","","","USD","USD","20,000,000","20,000,000","6M","3M","","3M","","0.59","RF","EU","","0","","2016-03-04","","","",""
"41978767","","NEW","2016-02-09T21:41:58","U","UC","","N","N","OFF","2016-03-16","2021-03-16"," 30/360","USD","IR","","InterestRate:Option:Swaption","Termination","FIXED","USD-LIBOR-BBA","Percent","1.3","","","USD","USD","5,000,000","5,000,000","6M","3M","","3M","","1.3","RF","EU","","0","","2016-03-14","","","",""
"41978768","","NEW","2016-02-09T21:42:06","U","UC","","N","N","OFF","2016-03-30","2017-03-30"," 30/360","USD","IR","","InterestRate:Option:Swaption","Termination","FIXED","USD-LIBOR-BBA","Percent","0.59","","","USD","USD","20,000,000","20,000,000","6M","3M","","3M","","0.59","RF","EU","","0","","2016-03-24","","","",""
"41978770","","NEW","2016-02-09T21:42:09","U","UC","","N","N","OFF","2016-03-30","2017-03-30"," 30/360","USD","IR","","InterestRate:Option:Swaption","Termination","FIXED","USD-LIBOR-BBA","Percent","0.74","","","USD","USD","10,000,000","10,000,000","6M","3M","","3M","","0.74","RF","EU","","0","","2016-03-24","","","",""
"41978771","","NEW","2016-02-09T21:46:14","C","","","Y","N","OFF","2016-03-08","2038-11-15"," 30/360","USD","IR","","InterestRate:IRSwap:FixedFloat","Trade","USD-LIBOR-BBA","FIXED","Percent","1.976","","","USD","USD","7,000,000","7,000,000","3M","6M","3M","","","","","","","","","","","","",""
"41978776","","NEW","2016-02-09T21:02:10","U","FC","N","N","N","OFF","2012-09-26","2022-09-26"," ACT/360","USD","IR","","InterestRate:IRSwap:FixedFloat","Termination","USD-LIBOR-BBA","FIXED","Percent","1.766","","","USD","USD","50,000,000","50,000,000","3M","3M","","","","","","","","","","","Percent","0","",""
"41978783","","NEW","2016-02-09T21:53:31","C","","","Y","N","OFF","2016-02-10","2019-02-10"," ACT/365.FIXED","USD","IR","","InterestRate:IRSwap:FixedFloat","Trade","USD-LIBOR-BBA","FIXED","Percent","1.45","","","USD","USD","32,000,000","32,000,000","1M","6M","1M","","","","","","","","","","Percent","0.735","",""
"41980074","41979638","CANCEL","2016-02-09T22:21:27","C","","","N","N","","2016-03-16","2021-03-17"," 30/360","USD","IR","","InterestRate:IRSwap:FixedFloat","Amendment","USD-LIBOR-BBA","FIXED","Percent","1.7405","","","USD","USD","5,000,000","5,000,000","3M","6M","3M","","","","","","","","","","","","",""
"41980081","","NEW","2016-02-09T22:25:56","C","","","N","N","OFF","2021-01-15","2026-01-15"," ACT/360","USD","IR","","InterestRate:IRSwap:OIS","Trade","USD-Federal Funds-H.15-OIS-COMPOUND","FIXED","Percent","2.195","USD","1,847,684.02154","USD","USD","110,000,000","110,000,000","1Y","1Y","1Y","","","","","","","","","","","","",""
"41980831","41980796","CANCEL","2016-02-09T22:22:50","C","","","N","N","OFF","2016-03-16","2021-03-17"," ACT/360","USD","IR","","InterestRate:IRSwap:FixedFloat","Amendment","USD-LIBOR-BBA","FIXED","Percent","1.7405","","","USD","USD","21,000,000","21,000,000","3M","1Y","3M","","","","","","","","","","","","",""
"41980832","41980796","CORRECT","2016-02-09T22:22:50","C","","","N","N","OFF","2016-03-16","2021-03-17"," 30/360","USD","IR","","InterestRate:IRSwap:FixedFloat","Amendment","USD-LIBOR-BBA","FIXED","Percent","1.7405","","","USD","USD","21,000,000","21,000,000","3M","6M","3M","","","","","","","","","","","","",""
"41980837","41980798","CANCEL","2016-02-09T22:22:06","C","","","N","N","OFF","2016-03-16","2021-03-17"," ACT/360","USD","IR","","InterestRate:IRSwap:FixedFloat","Amendment","USD-LIBOR-BBA","FIXED","Percent","1.7405","","","USD","USD","9,000,000","9,000,000","3M","1Y","3M","","","","","","","","","","","","",""
"41980838","41980798","CORRECT","2016-02-09T22:22:06","C","","","N","N","OFF","2016-03-16","2021-03-17"," 30/360","USD","IR","","InterestRate:IRSwap:FixedFloat","Amendment","USD-LIBOR-BBA","FIXED","Percent","1.7405","","","USD","USD","9,000,000","9,000,000","3M","6M","3M","","","","","","","","","","","","",""
"41980841","","NEW","2016-02-09T23:04:37","C","","","N","N","OFF","2016-03-16","2021-03-17"," 30/360","USD","IR","","InterestRate:IRSwap:FixedFloat","Amendment","USD-LIBOR-BBA","FIXED","Percent","1.7405","","","USD","USD","5,000,000","5,000,000","3M","6M","3M","","","","","","","","","","","","",""
"41980857","","NEW","2016-02-09T23:05:28","C","","","N","N","OFF","2016-03-16","2021-03-17"," 30/360","USD","IR","","InterestRate:IRSwap:FixedFloat","Amendment","USD-LIBOR-BBA","FIXED","Percent","1.7405","","","USD","USD","24,000,000","24,000,000","3M","6M","3M","","","","","","","","","","","","",""
"41981811","","NEW","2016-02-09T23:17:08","C","","","N","N","OFF","2016-03-16","2021-03-17"," ACT/360","USD","IR","","InterestRate:IRSwap:FixedFloat","Amendment","USD-LIBOR-BBA","FIXED","Percent","1.7415","","","USD","USD","3,000,000","3,000,000","3M","1Y","3M","","","","","","","","","","","","",""
"41981292","","NEW","2016-02-09T23:09:07","C","","","N","N","OFF","2016-03-16","2021-03-17"," 30/360","USD","IR","","InterestRate:IRSwap:FixedFloat","Amendment","USD-LIBOR-BBA","FIXED","Percent","1.643","","","USD","USD","4,000,000","4,000,000","3M","6M","3M","","","","","","","","","","","","",""
"41981304","","NEW","2016-02-09T23:09:06","C","","","N","N","OFF","2021-06-28","2026-06-28"," 30/360","USD","IR","","InterestRate:IRSwap:FixedFloat","Trade","USD-LIBOR-BBA","FIXED","Percent","2.56","USD","350,500","USD","USD","30,000,000","30,000,000","3M","6M","3M","","","","","","","","","","","","",""
"41981314","","NEW","2016-02-09T23:10:00","C","","","N","N","OFF","2016-03-16","2021-03-17"," 30/360","USD","IR","","InterestRate:IRSwap:FixedFloat","Amendment","USD-LIBOR-BBA","FIXED","Percent","1.643","","","USD","USD","7,000,000","7,000,000","3M","6M","3M","","","","","","","","","","","","",""
"41981319","","NEW","2016-02-09T16:36:29","U","PC","","N","Y","OFF","2016-08-11","2026-08-11"," 30/360","USD","IR","","InterestRate:Option:Swaption","Trade","FIXED","USD-LIBOR-BBA","Percent","1.7625","","","USD","USD","170,000,000+","170,000,000+","6M","3M","","3M","","1.7625","PF","EU","USD","4,165,000","","2016-08-09","","","",""
"41981320","41975889","CANCEL","2016-02-09T16:36:29","U","PC","","N","Y","","2016-08-11","2026-08-11"," 30/360","USD","IR","","InterestRate:Option:Swaption","Trade","FIXED","USD-LIBOR-BBA","Percent","1.7625","","","USD","USD","170,000,000","170,000,000","6M","3M","","3M","","1.7625","D-","EU","USD","8,330,000","","2016-08-09","","","",""
"41981321","","NEW","2016-02-09T16:36:29","U","PC","","N","Y","OFF","2016-08-11","2026-08-11"," 30/360","USD","IR","","InterestRate:Option:Swaption","Trade","FIXED","USD-LIBOR-BBA","Percent","1.7625","","","USD","USD","170,000,000+","170,000,000+","6M","3M","","3M","","1.7625","RF","EU","USD","4,165,000","","2016-08-09","","","",""
"41981343","41941298","CANCEL","2016-02-09T03:00:49","U","UC","","N","N","OFF","2017-02-10","2018-02-10"," ACT/365.FIXED","AUD","IR","","InterestRate:Option:Swaption","Trade","AUD-BBR-BBSW","FIXED","Percent","2","","","AUD","AUD","30,000,000","30,000,000","3M","3M","3M","","","2","RF","EU","AUD","101,400","","2017-02-09","","","",""
"41981344","41941298","CORRECT","2016-02-09T03:00:49","U","OC","","N","N","OFF","2017-02-10","2018-02-10"," ACT/365.FIXED","AUD","IR","","InterestRate:Option:Swaption","Trade","AUD-BBR-BBSW","FIXED","Percent","2","","","AUD","AUD","30,000,000","30,000,000","3M","3M","3M","","","2","RF","EU","AUD","101,400","","2017-02-09","","","",""
"41981350","","NEW","2016-02-09T16:36:25","U","PC","","N","N","OFF","2016-04-13","2026-04-13"," 30/360","USD","IR","","InterestRate:Option:Swaption","Trade","FIXED","USD-LIBOR-BBA","Percent","1.7025","","","USD","USD","100,000,000","100,000,000","6M","3M","","3M","","1.7025","PF","EU","USD","1,600,000","","2016-04-11","","","",""
"41980298","","NEW","2016-02-09T22:33:25","C","","","N","N","OFF","2016-02-11","2026-02-11"," ACT/365.FIXED","AUD","IR","","InterestRate:IRSwap:FixedFloat","Trade","AUD-BBR-BBSW","FIXED","Percent","2.595","","","AUD","AUD","25,000,000","25,000,000","6M","6M","6M","","","","","","","","","","","","",""
"41980304","","NEW","2016-02-09T22:35:37","U","PC","","N","N","OFF","2016-05-11","2026-05-11"," 30/360","USD","IR","","InterestRate:Option:Swaption","Trade","USD-LIBOR-BBA","FIXED","Percent","1.69","","","USD","USD","100,000,000","100,000,000","3M","6M","3M","","","1.69","D-","EU","USD","3,380,000","","2016-05-09","","","",""
"41981352","41975891","CANCEL","2016-02-09T16:36:25","U","PC","","N","N","","2016-04-13","2026-04-13"," 30/360","USD","IR","","InterestRate:Option:Swaption","Trade","FIXED","USD-LIBOR-BBA","Percent","1.7025","","","USD","USD","100,000,000","100,000,000","6M","3M","","3M","","1.7025","D-","EU","USD","3,200,000","","2016-04-11","","","",""
"41981353","","NEW","2016-02-09T16:36:25","U","PC","","N","N","OFF","2016-04-13","2026-04-13"," 30/360","USD","IR","","InterestRate:Option:Swaption","Trade","FIXED","USD-LIBOR-BBA","Percent","1.7025","","","USD","USD","100,000,000","100,000,000","6M","3M","","3M","","1.7025","RF","EU","USD","1,600,000","","2016-04-11","","","",""
"41981897","","NEW","2016-02-09T23:11:35","C","","","N","N","ON","2016-02-11","2021-02-11"," ACT/365.FIXED","AUD","IR","","InterestRate:IRSwap:FixedFloat","Trade","AUD-BBR-BBSW","FIXED","Percent","2.2825","","","AUD","AUD","41,000,000","41,000,000","6M","6M","6M","","","","","","","","","","","","",""
"41981911","","NEW","2016-02-09T23:17:53","C","","","N","N","OFF","2016-03-16","2021-03-17"," 30/360","USD","IR","","InterestRate:IRSwap:FixedFloat","Amendment","USD-LIBOR-BBA","FIXED","Percent","1.7415","","","USD","USD","6,000,000","6,000,000","3M","6M","3M","","","","","","","","","","","","",""
"41980362","41976742","CANCEL","2016-02-09T20:48:23","U","PC","","N","N","","2016-04-11","2023-04-11"," 30/360","USD","IR","","InterestRate:Option:Swaption","Trade","FIXED","USD-LIBOR-BBA","Percent","1.91","","","USD","USD","4,000,000","4,000,000","6M","3M","","3M","","1.91","D-","EU","USD","143,500","","2016-04-07","","","",""
"41980363","","NEW","2016-02-09T20:48:23","U","PC","","N","N","OFF","2016-04-11","2023-04-11"," 30/360","USD","IR","","InterestRate:Option:Swaption","Termination","FIXED","USD-LIBOR-BBA","Percent","1.91","USD","3,000","USD","USD","2,000,000","2,000,000","6M","3M","","3M","","1.91","PF","EU","","0","","2016-04-07","","","",""
"41980364","","NEW","2015-10-07T17:08:33","U","PC","","N","N","OFF","2016-04-11","2023-04-11"," 30/360","USD","IR","","InterestRate:Option:Swaption","Termination","FIXED","USD-LIBOR-BBA","Percent","1.91","USD","68,750","USD","USD","2,000,000","2,000,000","6M","3M","","3M","","1.91","RF","EU","","0","","2016-04-07","","","",""
"41980365","","NEW","2016-02-09T20:48:23","U","PC","","N","N","OFF","2016-04-11","2023-04-11"," 30/360","USD","IR","","InterestRate:Option:Swaption","Termination","FIXED","USD-LIBOR-BBA","Percent","1.91","USD","3,000","USD","USD","2,000,000","2,000,000","6M","3M","","3M","","1.91","PF","EU","","0","","2016-04-07","","","",""
"41980366","41980364","CANCEL","2015-10-07T17:08:33","U","PC","","N","N","OFF","2016-04-11","2023-04-11"," 30/360","USD","IR","","InterestRate:Option:Swaption","Termination","FIXED","USD-LIBOR-BBA","Percent","1.91","USD","68,750","USD","USD","2,000,000","2,000,000","6M","3M","","3M","","1.91","RF","EU","","0","","2016-04-07","","","",""
"41980367","41980364","CORRECT","2016-02-09T20:48:23","U","PC","","N","N","OFF","2016-04-11","2023-04-11"," 30/360","USD","IR","","InterestRate:Option:Swaption","Termination","FIXED","USD-LIBOR-BBA","Percent","1.91","USD","68,750","USD","USD","2,000,000","2,000,000","6M","3M","","3M","","1.91","RF","EU","","0","","2016-04-07","","","",""
"41980368","41980363","CANCEL","2016-02-09T20:48:23","U","PC","","N","N","OFF","2016-04-11","2023-04-11"," 30/360","USD","IR","","InterestRate:Option:Swaption","Termination","FIXED","USD-LIBOR-BBA","Percent","1.91","USD","3,000","USD","USD","2,000,000","2,000,000","6M","3M","","3M","","1.91","PF","EU","","0","","2016-04-07","","","",""
"41980369","","NEW","2016-02-09T20:48:23","U","PC","","N","N","OFF","2016-04-11","2023-04-11"," 30/360","USD","IR","","InterestRate:Option:Swaption","Termination","FIXED","USD-LIBOR-BBA","Percent","1.91","USD","68,750","USD","USD","2,000,000","2,000,000","6M","3M","","3M","","1.91","RF","EU","","0","","2016-04-07","","","",""
"41980370","41980363","CORRECT","2015-10-07T17:08:23","U","PC","","N","N","OFF","2016-04-11","2023-04-11"," 30/360","USD","IR","","InterestRate:Option:Swaption","Termination","FIXED","USD-LIBOR-BBA","Percent","1.91","USD","3,000","USD","USD","2,000,000","2,000,000","6M","3M","","3M","","1.91","PF","EU","","0","","2016-04-07","","","",""
"41980371","41980365","CANCEL","2016-02-09T20:48:23","U","PC","","N","N","OFF","2016-04-11","2023-04-11"," 30/360","USD","IR","","InterestRate:Option:Swaption","Termination","FIXED","USD-LIBOR-BBA","Percent","1.91","USD","3,000","USD","USD","2,000,000","2,000,000","6M","3M","","3M","","1.91","PF","EU","","0","","2016-04-07","","","",""
"41980372","41980365","CORRECT","2015-10-07T17:08:11","U","PC","","N","N","OFF","2016-04-11","2023-04-11"," 30/360","USD","IR","","InterestRate:Option:Swaption","Termination","FIXED","USD-LIBOR-BBA","Percent","1.91","USD","3,000","USD","USD","2,000,000","2,000,000","6M","3M","","3M","","1.91","PF","EU","","0","","2016-04-07","","","",""
"41980373","41980369","CANCEL","2016-02-09T20:48:23","U","PC","","N","N","OFF","2016-04-11","2023-04-11"," 30/360","USD","IR","","InterestRate:Option:Swaption","Termination","FIXED","USD-LIBOR-BBA","Percent","1.91","USD","68,750","USD","USD","2,000,000","2,000,000","6M","3M","","3M","","1.91","RF","EU","","0","","2016-04-07","","","",""
"41980374","41980369","CORRECT","2015-10-07T17:07:58","U","PC","","N","N","OFF","2016-04-11","2023-04-11"," 30/360","USD","IR","","InterestRate:Option:Swaption","Termination","FIXED","USD-LIBOR-BBA","Percent","1.91","USD","68,750","USD","USD","2,000,000","2,000,000","6M","3M","","3M","","1.91","RF","EU","","0","","2016-04-07","","","",""
"41980377","","NEW","2016-01-19T15:56:15","U","PC","","N","N","OFF","2014-06-25","2020-06-25","","USD","IR","","InterestRate:Exotic","Amendment","USD BMA MANUAL","","Percent","5.75","","","USD","","59,000,000","","","","","","","","","","","","","","","","",""
"41980378","","NEW","2016-01-19T15:56:15","U","PC","","N","N","OFF","2014-06-25","2020-06-25","","USD","IR","","InterestRate:Exotic","Amendment","USD BMA MANUAL","","Percent","5.75","","","USD","","59,000,000","","","","","","","","","","","","","","","","",""
"41980379","41980223","CANCEL","2016-02-09T22:33:08","C","PC","","N","N","ON","2016-07-06","2016-08-03"," ACT/365.FIXED","AUD","IR","","InterestRate:IRSwap:OIS","Trade","AUD-AONIA-OIS-COMPOUND","FIXED","Percent","1","","","AUD","AUD","1,000,000,000","1,000,000,000","1T","1T","1T","","","","","","","","","","","","",""
"41980970","","NEW","2016-02-09T21:55:05","U","PC","N","N","N","OFF","2016-11-14","2018-11-14"," 30/360","USD","IR","","InterestRate:Option:Swaption","Trade","FIXED","USD-LIBOR-BBA","Percent","0.9","","","USD","USD","300,000,000","300,000,000","6M","3M","","3M","","0.9","D-","EU","USD","3,022,500","","2016-11-09","","","",""
"41980972","","NEW","2016-02-09T21:54:18","U","PC","N","N","N","OFF","2017-09-20","2018-09-20"," 30/360","USD","IR","","InterestRate:Option:Swaption","Trade","FIXED","USD-LIBOR-BBA","Percent","1","","","USD","USD","500,000,000","500,000,000","6M","3M","","3M","","1","D-","EU","USD","3,850,000","","2017-09-18","","","",""
"41980380","41980223","CORRECT","2016-02-09T22:33:08","C","PC","","N","N","ON","2016-07-06","2016-08-03"," ACT/365.FIXED","AUD","IR","","InterestRate:IRSwap:OIS","Trade","AUD-AONIA-OIS-COMPOUND","FIXED","Percent","1.7725","","","AUD","AUD","1,000,000,000","1,000,000,000","1T","1T","1T","","","","","","","","","","","","",""
"41980387","41966225","CANCEL","2016-02-09T16:39:44","U","PC","N","N","N","OFF","2016-02-19","2031-02-19"," 30/360","USD","IR","","InterestRate:IRSwap:FixedFloat","Amendment","FIXED","USD-LIBOR-BBA","Percent","3","","","USD","USD","25,000,000","25,000,000","6M","3M","","","","","","","","","","","Percent","0.79","",""
"41980388","41966225","CORRECT","2016-02-09T22:38:17","U","PC","N","N","N","OFF","2016-02-19","2031-02-19"," 30/360","USD","IR","","InterestRate:IRSwap:FixedFloat","Amendment","FIXED","USD-LIBOR-BBA","Percent","3","","","USD","USD","25,000,000","25,000,000","6M","3M","","","","","","","","","","","Percent","0.792","",""
"41981963","","NEW","2016-02-09T23:11:37","C","","","N","N","ON","2016-02-11","2019-02-11"," ACT/365.FIXED","AUD","IR","","InterestRate:IRSwap:FixedFloat","Trade","AUD-BBR-BBSW","FIXED","Percent","2.0375","","","AUD","AUD","66,000,000","66,000,000","3M","3M","3M","","","","","","","","","","","","",""
"41981967","","NEW","2016-02-09T23:11:36","C","","","N","N","ON","2016-02-11","2020-02-11"," ACT/365.FIXED","AUD","IR","","InterestRate:IRSwap:FixedFloat","Trade","AUD-BBR-BBSW","FIXED","Percent","2.22625","","","AUD","AUD","100,000,000","100,000,000","6M","6M","6M","","","","","","","","","","","","",""
"41980419","","NEW","2016-02-09T22:08:44","U","UC","","N","N","OFF","2016-07-06","2016-08-03"," ACT/365.FIXED","AUD","IR","","InterestRate:IRSwap:OIS","Trade","AUD-AONIA-OIS-COMPOUND","FIXED","Percent","1.7625","","","AUD","AUD","2,000,000,000","2,000,000,000","1T","1T","1T","","","","","","","","","","","","",""
"41980420","","NEW","2016-02-09T22:36:58","U","UC","","N","N","OFF","2016-06-14","2021-06-14"," 30/360","USD","IR","","InterestRate:Option:Swaption","Termination","USD-LIBOR-BBA","FIXED","Percent","1.83","USD","64,000","USD","USD","2,000,000","2,000,000","3M","6M","3M","","","1.83","RF","EU","USD","21,000","","2016-06-10","","","",""
"41979255","","NEW","2016-02-09T22:12:25","U","FC","","N","Y","OFF","2016-03-03","2017-03-03"," ACT/365.FIXED","AUD","IR","","InterestRate:Option:Swaption","Trade","AUD-BBR-BBSW","FIXED","Percent","2.1","","","AUD","AUD","350,000,000+","350,000,000+","3M","3M","3M","","","2.1","RF","EU","AUD","253,750","","2016-03-02","","","",""
"41980453","41979149","CANCEL","2016-02-09T22:12:05","C","","","N","N","OFF","2036-09-09","2041-09-09"," 30/360","USD","IR","","InterestRate:IRSwap:FixedFloat","Trade","USD-LIBOR-BBA","FIXED","Percent","3.56","USD","4,448,166.66667","USD","USD","130,000,000","130,000,000","3M","6M","3M","","","","","","","","","","","","",""
"41980454","41979149","CORRECT","2016-02-09T22:12:05","C","","","N","N","OFF","2036-09-09","2041-09-09"," 30/360","USD","IR","","InterestRate:IRSwap:FixedFloat","Trade","USD-LIBOR-BBA","FIXED","Percent","3.56","USD","4,448,166.66667","USD","USD","130,000,000","130,000,000","6M","6M","3M","","","","","","","","","","","","",""
"41980458","41979145","CANCEL","2016-02-09T22:11:56","C","","","N","N","OFF","2026-10-19","2031-10-19"," 30/360","USD","IR","","InterestRate:IRSwap:FixedFloat","Trade","USD-LIBOR-BBA","FIXED","Percent","3.54","USD","4,307,155.9633","USD","USD","110,000,000","110,000,000","3M","6M","3M","","","","","","","","","","","","",""
"41980459","41979145","CORRECT","2016-02-09T22:11:56","C","","","N","N","OFF","2026-10-19","2031-10-19"," 30/360","USD","IR","","InterestRate:IRSwap:FixedFloat","Trade","USD-LIBOR-BBA","FIXED","Percent","3.54","USD","4,307,155.9633","USD","USD","110,000,000","110,000,000","6M","6M","3M","","","","","","","","","","","","",""
"41980461","","NEW","2016-02-09T22:41:00","U","FC","","N","N","OFF","2016-02-10","2016-03-07","","","IR","","InterestRate:Exotic","Trade","","","Embedded","0","","","USD","","10,000,000","","12M","","","","","","C-","EU","","","2016-03-07","","","","",""
"41980482","","NEW","2016-01-19T15:56:15","U","PC","","N","N","OFF","2014-06-25","2020-06-25","","USD","IR","","InterestRate:Exotic","Amendment","USD BMA MANUAL","","Percent","5.75","","","USD","","59,000,000","","","","","","","","","","","","","","","","",""
"41980491","","NEW","2016-02-09T22:40:00","C","","","N","N","ON","2016-02-12","2018-02-12"," ACT/365.FIXED","NZD","IR","","InterestRate:IRSwap:FixedFloat","Trade","NZD-BBR-FRA","FIXED","Percent","2.59","","","NZD","NZD","300,000,000","300,000,000","3M","6M","3M","","","","","","","","","","","","",""
"41980494","","NEW","2016-02-09T22:39:53","C","","","N","N","ON","2016-02-12","2019-02-12"," ACT/365.FIXED","NZD","IR","","InterestRate:IRSwap:FixedFloat","Trade","NZD-BBR-FRA","FIXED","Percent","2.645","","","NZD","NZD","150,000,000+","150,000,000+","3M","6M","3M","","","","","","","","","","","","",""
"41980508","41980454","CANCEL","2016-02-09T22:12:05","C","","","N","N","OFF","2036-09-09","2041-09-09"," 30/360","USD","IR","","InterestRate:IRSwap:FixedFloat","Trade","USD-LIBOR-BBA","FIXED","Percent","3.56","USD","4,448,166.66667","USD","USD","130,000,000","130,000,000","6M","6M","3M","","","","","","","","","","","","",""
"41980509","41980454","CORRECT","2016-02-09T22:12:05","C","","","N","N","OFF","2036-09-09","2041-09-09"," 30/360","USD","IR","","InterestRate:IRSwap:FixedFloat","Trade","USD-LIBOR-BBA","FIXED","Percent","3.56","USD","4,448,166.66667","USD","USD","130,000,000","130,000,000","3M","6M","3M","","","","","","","","","","","","",""
